Eg,FWHM_rel_norm,Eff_tot,FE,SE,DE,c511,cntRest,cntRestNoThres,nEvents,nCounts
8060,0.7087044649659207,1.08594,4601.95,16578.4,2046.72,12635.2,228826.0,206784.0,2534000.0,264688
8070,0.7086247169113394,1.0864,12286.2,16335.9,2183.54,12603.6,221643.0,207531.0,2536420.0,265052
8080,0.7085451604415727,1.08127,11109.3,16355.1,2113.17,12770.4,221704.0,206312.0,2538830.0,264052
8090,0.7084657948657457,1.08659,10091.3,16315.7,2082.72,12686.9,224427.0,207960.0,2541250.0,265604
8100,0.7083866194963071,1.08572,8790.03,16365.2,2110.96,12802.6,225575.0,208084.0,2543660.0,265644
8110,0.7083076336490093,1.0882,7856.32,16321.5,2182.84,12693.4,227449.0,208705.0,2546080.0,266503
8120,0.7082288366428889,1.08773,15587.5,16272.9,2119.68,12512.1,220149.0,209379.0,2548490.0,266641
8130,0.7081502278002463,1.08575,14863.4,16468.3,2066.09,12704.0,220306.0,208531.0,2550900.0,266408
8140,0.7080718064466269,1.08687,4770.29,16538.4,2095.17,12786.6,230743.0,209025.0,2553320.0,266933
8150,0.707993571910801,1.08585,4118.33,16272.5,2191.4,12697.6,231655.0,209087.0,2555730.0,266935
8160,0.7079155235247454,1.08926,11390.2,16385.3,2066.96,12906.6,225277.0,210091.0,2558150.0,268026
8170,0.7078376606236226,1.08236,10311.2,16430.4,2090.3,12865.0,224884.0,208628.0,2560560.0,266581
8180,0.7077599825457642,1.08495,9069.26,16318.3,2002.54,12822.7,227257.0,209769.0,2562980.0,267470
8190,0.7076824886326497,1.08877,8135.33,16368.0,2104.51,12769.1,229289.0,210680.0,2565390.0,268666
8200,0.7076051782288889,1.08975,18137.4,16547.2,2098.7,12904.1,219472.0,210997.0,2567810.0,269159
8210,0.7075280506822037,1.08966,17018.3,16264.4,2171.55,13188.3,220749.0,211118.0,2570220.0,269391
8220,0.7074511053434083,1.08531,16082.4,16310.1,2058.34,12919.5,221197.0,210669.0,2572640.0,268567
8230,0.7073743415663923,1.08924,6518.03,16403.0,2122.4,12999.3,231749.0,211584.0,2575050.0,269792
8240,0.7072977587081014,1.09103,14049.0,16582.0,2188.63,13071.6,224599.0,212081.0,2577460.0,270490
8250,0.7072213561285198,1.08931,12866.3,16360.5,2213.89,12972.8,225904.0,212332.0,2579880.0,270317
8260,0.7071451331906522,1.09181,11850.4,16505.6,2097.78,13032.8,227704.0,212769.0,2582290.0,271191
8270,0.7070690892605059,1.08637,10515.3,16489.1,2168.61,13089.2,227829.0,212189.0,2584710.0,270091
8280,0.7069932237070737,1.0891,9720.4,16492.0,2156.76,12960.9,229693.0,212772.0,2587120.0,271023
8290,0.7069175359023148,1.08776,16480.3,16349.9,2095.49,13036.4,222980.0,212828.0,2589540.0,270942
8300,0.7068420252211388,1.09218,15486.1,16623.6,2174.96,13007.9,225004.0,213722.0,2591950.0,272297
8310,0.7067666910413885,1.08887,14418.4,16665.8,2132.14,13252.7,225256.0,213352.0,2594370.0,271725
8320,0.7066915327438209,1.08874,6141.16,16463.8,2123.35,13217.8,233999.0,213660.0,2596780.0,271945
8330,0.7066165497120922,1.0897,12874.4,16406.6,2151.59,13079.2,227925.0,214236.0,2599200.0,272437
8340,0.7065417413327396,1.09408,11780.5,16533.5,2226.95,13353.0,229894.0,214970.0,2601610.0,273788
8350,0.7064671069951649,1.09596,11012.5,16660.8,2142.0,13463.6,231233.0,215436.0,2604020.0,274512
8360,0.7063926460916177,1.09662,10020.4,16624.9,2109.65,13327.3,232849.0,216259.0,2606440.0,274931
8370,0.7063183580171788,1.09329,15848.2,16777.8,2152.32,13491.6,226080.0,215295.0,2608850.0,274350
8380,0.7062442421697434,1.09111,14990.1,16659.8,2195.29,13237.0,226975.0,215626.0,2611270.0,274057
8390,0.7061702979500052,1.09709,14353.6,16674.1,2170.72,13422.7,229192.0,216874.0,2613680.0,275813
8400,0.70609652476144,1.09503,13841.4,16412.4,2252.69,13452.4,229591.0,216727.0,2616100.0,275550
8410,0.7060229220102895,1.09458,12818.4,16792.8,2162.85,13489.3,230428.0,216736.0,2618510.0,275691
8420,0.7059494891055448,1.09314,11822.3,16428.3,2189.64,13459.6,231682.0,216943.0,2620920.0,275582
8430,0.7058762254589316,1.09421,10904.6,16547.6,2224.34,13443.5,232987.0,217480.0,2623340.0,276107
8440,0.7058031304848933,1.09718,10079.3,16615.1,2133.03,13394.8,234889.0,218125.0,2625750.0,277111
8450,0.7057302036005755,1.09457,9331.19,16681.7,2153.45,13261.0,235280.0,217771.0,2628170.0,276707
8460,0.7056574442258111,1.09323,14948.1,16632.3,2142.15,13286.6,229612.0,217999.0,2630580.0,276621
8470,0.7055848517831041,1.09308,14157.4,16529.8,2114.15,13395.5,230639.0,218324.0,2633000.0,276836
8480,0.7055124256976144,1.09752,13677.6,16528.5,2189.16,13443.5,232376.0,219558.0,2635410.0,278215
8490,0.7054401653971425,1.09423,6041.39,16838.6,2172.35,13472.1,239112.0,218855.0,2637830.0,277636
8500,0.7053680703121145,1.09374,11909.3,16710.9,2131.17,13515.0,233500.0,218787.0,2640240.0,277766
8510,0.7052961398755667,1.09839,11081.4,16841.2,2211.08,13597.6,235470.0,220014.0,2642660.0,279201
8520,0.7052243735231313,1.09789,10182.2,16821.6,2102.4,13590.2,236635.0,220181.0,2645070.0,279331
8530,0.7051527706930207,1.09617,9294.26,16840.9,2113.59,13368.8,237528.0,220136.0,2647480.0,279146
8540,0.7050813308260137,1.09877,14899.3,16740.3,2094.29,13763.7,232566.0,220854.0,2649900.0,280064
8550,0.7050100533654392,1.0996,13998.3,16816.0,2134.91,13776.2,233807.0,221507.0,2652310.0,280532
8560,0.704938937757164,1.09905,13509.1,16957.0,2168.74,13552.7,234458.0,221362.0,2654730.0,280645
8570,0.7048679834495766,1.09982,12884.3,16902.3,2175.05,13788.3,235349.0,221663.0,2657140.0,281099
8580,0.7047971898935725,1.10148,11951.3,16850.1,2015.81,13721.7,237239.0,222602.0,2659560.0,281778
8590,0.7047265565425423,1.09863,10890.5,16831.7,2153.4,13666.8,237761.0,222368.0,2661970.0,281303
8600,0.7046560828523551,1.09986,10258.1,16911.2,2125.69,13638.0,238942.0,222561.0,2664390.0,281875
8610,0.7045857682813454,1.10391,9456.2,16796.0,2239.07,13720.4,240958.0,223853.0,2666800.0,283170
8620,0.7045156122902992,1.10178,8740.39,16687.7,2167.99,13575.7,241707.0,224035.0,2669220.0,282879
8630,0.70444561434244,1.10083,13917.4,16718.6,2197.82,13675.7,236380.0,223942.0,2671630.0,282890
8640,0.704375773903415,1.10303,13282.2,16670.9,2250.14,13704.0,237805.0,224716.0,2674040.0,283712
8650,0.7043060904412816,1.09795,12609.4,16564.9,2257.49,13546.4,237681.0,223851.0,2676460.0,282659
8660,0.7042365634264933,1.10298,11929.5,16995.8,2151.78,13794.6,239340.0,224671.0,2678870.0,284212
8670,0.7041671923318867,1.10185,11194.1,16905.6,2113.55,13827.3,240136.0,224965.0,2681290.0,284177
8680,0.7040979766326687,1.10364,10280.4,16934.5,2219.13,13776.2,241684.0,225703.0,2683700.0,284894
8690,0.704028915806401,1.10346,9697.29,16633.3,2081.47,13933.4,242759.0,225756.0,2686120.0,285104
8700,0.7039600093329894,1.09884,8774.86,16711.4,2099.52,14170.2,242408.0,224932.0,2688530.0,284164
8710,0.7038912566946691,1.10402,13881.5,16853.8,2158.41,14150.3,238716.0,226362.0,2690940.0,285760
8720,0.7038226573759923,1.10389,13696.3,16893.8,2101.68,13862.4,239430.0,226250.0,2693360.0,285984
8730,0.7037542108638151,1.1041,12704.2,16986.1,2270.8,14033.6,240300.0,226645.0,2695770.0,286295
8740,0.703685916647284,1.10312,12059.4,17011.1,2166.25,13927.6,241132.0,226540.0,2698190.0,286296
8750,0.7036177742178241,1.10466,11200.3,16914.3,2224.61,13981.0,242632.0,227404.0,2700600.0,286952
8760,0.7035497830691265,1.10484,10501.3,16909.5,2242.15,14068.5,243536.0,227516.0,2703020.0,287257
8770,0.7034819426971342,1.10546,9717.5,17014.7,2255.51,14018.9,244666.0,228030.0,2705430.0,287673
8780,0.7034142526000311,1.10464,9138.96,16922.2,2168.87,14176.8,245311.0,228134.0,2707850.0,287718
8790,0.7033467122782288,1.10783,8358.16,17120.1,2242.46,14125.3,246960.0,228860.0,2710260.0,288806
8800,0.7032793212343542,1.10451,13529.4,17057.0,2259.1,14020.0,241332.0,228390.0,2712680.0,288197
8810,0.703212078973238,1.10596,12906.2,16941.3,2189.63,14146.8,242647.0,228912.0,2715090.0,288831
8820,0.7031449850019013,1.10715,11995.3,16980.6,2159.78,14387.7,243878.0,229328.0,2717500.0,289401
8830,0.7030780388295442,1.10664,11440.4,16877.3,2161.57,14223.0,244821.0,229923.0,2719920.0,289523
8840,0.703011239967534,1.10672,10638.3,16901.9,2185.82,14320.6,245755.0,229896.0,2722330.0,289802
8850,0.7029445879293927,1.10686,9717.42,17077.0,2200.84,14173.6,246927.0,230691.0,2724750.0,290096
8860,0.702878082230785,1.1077,9228.37,17118.9,2224.42,14358.8,247641.0,230404.0,2727160.0,290572
8870,0.7028117223895072,1.10973,8328.47,17220.0,2131.97,14373.9,249309.0,231404.0,2729580.0,291363
8880,0.7027455079254747,1.10882,13551.1,17073.4,2216.41,14357.0,244184.0,231168.0,2731990.0,291382
8890,0.7026794383607113,1.11281,12961.2,17168.8,2272.78,14357.2,245929.0,232318.0,2734410.0,292689
8900,0.7026135132193365,1.11008,12096.4,16978.2,2206.54,14584.1,246363.0,232180.0,2736820.0,292228
8910,0.7025477320275548,1.10763,11351.8,17273.4,2174.2,14215.5,246826.0,232039.0,2739240.0,291841
8920,0.7024820943136438,1.11184,15961.4,17029.6,2154.7,14434.3,243627.0,232950.0,2741650.0,293207
8930,0.7024165996079436,1.11266,10167.1,17120.2,2198.23,14410.3,249787.0,233456.0,2744060.0,293683
8940,0.7023512474428442,1.11279,9382.26,17218.7,2207.09,14293.5,250874.0,233653.0,2746480.0,293976
8950,0.7022860373527761,1.11043,8736.24,17146.7,2161.59,14678.0,250887.0,233073.0,2748890.0,293610
8960,0.7022209688741972,1.10822,7938.53,17080.7,2203.43,14462.4,251598.0,233284.0,2751310.0,293283
8970,0.7021560415455835,1.11004,12769.4,16984.1,2309.94,14398.2,247560.0,233869.0,2753720.0,294022
8980,0.7020912549074171,1.11329,12216.3,17255.8,2266.01,14516.2,248887.0,234540.0,2756140.0,295141
8990,0.7020266085021757,1.11122,11554.0,17253.7,2235.67,14380.5,249427.0,234715.0,2758550.0,294851
9000,0.7019621018743214,1.11082,10904.0,17280.5,2337.31,14724.1,249757.0,234517.0,2760960.0,295003
9010,0.7018977345702901,1.11592,10176.0,17180.1,2312.68,14564.9,252381.0,236300.0,2763380.0,296615
9020,0.7018335061384813,1.11278,9537.26,17169.3,2218.0,14614.0,252500.0,235636.0,2765790.0,296039
9030,0.7017694161292466,1.11419,8772.5,17188.9,2223.75,14511.2,253978.0,236236.0,2768210.0,296674
9040,0.7017054640948798,1.11145,8147.23,17202.0,2122.94,14778.4,253951.0,235557.0,2770620.0,296202
9050,0.7016416495896062,1.11372,12970.2,17029.5,2194.13,14798.0,250074.0,236827.0,2773040.0,297066
9060,0.7015779721695722,1.11452,12305.2,17261.3,2211.05,14680.6,251080.0,236865.0,2775450.0,297538
9070,0.7015144313928348,1.11458,11817.0,17153.3,2183.16,14602.7,252057.0,237394.0,2777870.0,297813
9080,0.7014510268193516,1.11531,10999.4,17290.5,2368.23,14722.7,252885.0,237345.0,2780280.0,298266
9090,0.7013877580109701,1.11561,15144.2,17140.1,2249.64,14822.4,249252.0,238083.0,2782700.0,298608
9100,0.7013246245314184,1.11427,9685.26,17146.8,2279.66,14838.1,254557.0,237804.0,2785110.0,298507
9110,0.7012616259462943,1.1157,8935.92,17296.5,2251.08,14757.9,255908.0,238564.0,2787520.0,299149
9120,0.7011987618230554,1.11218,8244.47,17367.6,2206.52,14861.8,255784.0,237624.0,2789940.0,298464
9130,0.7011360317310095,1.11671,7551.19,16983.8,2322.22,14951.7,258130.0,239588.0,2792350.0,299939
9140,0.7010734352413044,1.11904,12238.5,17356.5,2294.17,14851.2,254083.0,239940.0,2794770.0,300823
9150,0.7010109719269185,1.11962,11631.2,17227.1,2176.51,14956.3,255248.0,240698.0,2797180.0,301239
9160,0.7009486413626502,1.12415,10957.1,17443.0,2298.34,15178.4,256842.0,241634.0,2799600.0,302719
9170,0.7008864431251095,1.12091,10354.3,17101.2,2293.91,14923.5,257434.0,241451.0,2802010.0,302107
9180,0.7008243767927064,1.12119,14536.3,17441.8,2278.47,15242.8,252944.0,241168.0,2804430.0,302443
9190,0.7007624419456436,1.12098,8995.37,17564.1,2146.68,15061.0,258881.0,241659.0,2806840.0,302648
9200,0.7007006381659051,1.11977,8498.03,17371.2,2220.96,15078.7,259412.0,241556.0,2809260.0,302581
9210,0.7006389650372481,1.11814,7810.23,17139.1,2202.38,14977.3,260271.0,241981.0,2811670.0,302400
9220,0.7005774221451926,1.12468,12564.3,17393.6,2302.55,15210.4,256958.0,243171.0,2814080.0,304429
9230,0.7005160090770123,1.117,11820.5,17355.1,2259.38,15012.9,256163.0,241602.0,2816500.0,302611
9240,0.7004547254217263,1.12319,11064.4,17302.6,2206.29,15062.6,258913.0,243632.0,2818910.0,304549
9250,0.7003935707700881,1.12216,10503.2,17389.2,2206.36,15247.9,259183.0,243376.0,2821330.0,304530
9260,0.7003325447145781,1.1202,9695.36,17361.1,2246.8,14867.5,260088.0,243689.0,2823740.0,304259
9270,0.7002716468493936,1.12122,9146.33,17555.4,2207.61,15205.2,260680.0,243861.0,2826160.0,304795
9280,0.7002108767704397,1.12418,8703.39,17258.6,2213.69,15347.8,262339.0,244568.0,2828570.0,305862
9290,0.7001502340753208,1.11888,8022.45,17285.9,2218.95,15199.1,261954.0,243807.0,2830980.0,304680
9300,0.7000897183633317,1.11701,7340.36,17377.8,2208.37,15005.1,262498.0,243617.0,2833400.0,304430
9310,0.7000293292354478,1.12449,11915.2,17434.0,2172.22,15085.1,260121.0,245578.0,2835810.0,306728
9320,0.6999690662943177,1.12253,11268.1,17519.1,2264.22,15082.7,260321.0,245184.0,2838230.0,306455
9330,0.699908929144253,1.12143,10543.1,17312.9,2249.28,15291.0,261020.0,245544.0,2840640.0,306416
9340,0.6998489173912205,1.12201,10027.2,17580.9,2297.78,15375.7,261552.0,245444.0,2843060.0,306834
9350,0.6997890306428335,1.12431,14220.1,17234.0,2302.97,15118.6,258847.0,246690.0,2845470.0,307723
9360,0.6997292685083429,1.12666,8779.53,17590.9,2278.64,15415.8,264563.0,247215.0,2847890.0,308628
9370,0.6996696305986286,1.12263,8035.19,17307.0,2194.32,15379.2,264870.0,247058.0,2850300.0,307786
9380,0.6996101165261914,1.12167,7432.4,17464.8,2215.56,15267.4,265403.0,246664.0,2852720.0,307783
9390,0.6995507259051441,1.12451,11792.2,17469.4,2279.51,15217.4,262065.0,247606.0,2855130.0,308823
9400,0.6994914583512035,1.126,11209.3,17400.4,2274.5,15350.6,263259.0,248301.0,2857540.0,309494
9410,0.6994323134816821,1.12559,10755.1,17303.7,2257.94,15442.5,263884.0,248232.0,2859960.0,309643
9420,0.6993732909154792,1.12171,9852.03,17486.8,2231.68,15311.9,263954.0,247979.0,2862370.0,308836
9430,0.6993143902730732,1.12629,9553.89,17668.0,2202.2,15424.2,265511.0,248797.0,2864790.0,310359
9440,0.6992556111765136,1.12825,13500.3,17496.8,2222.53,15584.7,262358.0,249846.0,2867200.0,311162
9450,0.6991969532494121,1.12603,8391.09,17573.8,2194.48,15611.5,267038.0,249206.0,2869620.0,310809
9460,0.6991384161169355,1.12685,7543.36,17525.9,2267.19,15620.8,268341.0,249830.0,2872030.0,311298
9470,0.699079999405797,1.1288,6912.46,17321.4,2244.08,15690.2,269931.0,250710.0,2874450.0,312099
9480,0.6990217027442484,1.12478,11321.2,17531.4,2215.31,15567.7,264612.0,249762.0,2876860.0,311248
9490,0.6989635257620719,1.12698,10654.3,17532.6,2255.65,15514.1,266163.0,250629.0,2879280.0,312120
9500,0.6989054680905729,1.12827,10075.3,17557.6,2198.71,15785.3,267123.0,251066.0,2881690.0,312740
9510,0.6988475293625718,1.12475,9629.96,17430.9,2190.44,15610.7,267161.0,250653.0,2884100.0,312023
9520,0.6987897092123954,1.13143,13579.2,17607.9,2205.33,15773.8,264973.0,252464.0,2886520.0,314139
9530,0.6987320072758709,1.13037,13197.3,17554.8,2312.92,15724.7,265318.0,252100.0,2888930.0,314108
9540,0.6986744231903169,1.12807,7677.22,17498.6,2246.93,15666.5,270641.0,252553.0,2891350.0,313730
9550,0.6986169565945358,1.12948,7262.33,17617.8,2184.6,15616.5,271706.0,252616.0,2893760.0,314387
9560,0.698559607128807,1.13273,11328.3,17604.3,2218.56,15691.7,268710.0,254095.0,2896180.0,315553
9570,0.6985023744348784,1.13033,10810.1,17650.5,2271.33,15543.1,268871.0,253447.0,2898590.0,315146
9580,0.69844525815596,1.12816,10138.1,17761.5,2273.17,15684.5,268947.0,253076.0,2901010.0,314804
9590,0.698388257936715,1.13363,9606.39,17416.0,2241.5,15798.2,271531.0,255034.0,2903420.0,316593
9600,0.698331373423254,1.12881,9047.49,17519.5,2253.08,15575.9,271114.0,253988.0,2905840.0,315510
9610,0.6982746042631262,1.13057,12937.2,17639.8,2261.08,15732.7,267694.0,254625.0,2908250.0,316265
9620,0.6982179501053133,1.13017,8053.4,17587.7,2207.52,15737.7,272828.0,254706.0,2910660.0,316414
9630,0.698161410600221,1.12982,7374.23,17498.8,2322.95,16031.2,273353.0,254838.0,2913080.0,316580
9640,0.6981049853996731,1.13361,6765.33,17682.8,2137.99,15835.2,275483.0,256255.0,2915490.0,317904
9650,0.6980486741569033,1.13084,10885.3,17509.0,2243.25,16038.6,270715.0,255438.0,2917910.0,317391
9660,0.6979924765265483,1.1307,10108.5,17569.0,2250.07,15816.3,271871.0,256255.0,2920320.0,317615
9670,0.697936392164641,1.13047,9729.5,17534.0,2305.16,15976.1,272267.0,255864.0,2922740.0,317812
9680,0.6978804207286031,1.13171,8997.33,17608.3,2290.74,15938.3,273589.0,256694.0,2925150.0,318424
9690,0.6978245618772383,1.13198,13203.3,17438.1,2390.4,15982.4,269747.0,256712.0,2927560.0,318761
9700,0.6977688152707253,1.13155,12583.5,17445.0,2243.3,16036.9,270596.0,257022.0,2929980.0,318905
9710,0.6977131805706107,1.1341,7569.32,17607.1,2225.64,16066.4,276419.0,257835.0,2932390.0,319887
9720,0.6976576574398022,1.13509,6828.23,17671.5,2317.57,16271.1,277341.0,257999.0,2934810.0,320429
9730,0.6976022455425624,1.1362,10851.4,17717.3,2158.59,16204.8,274073.0,258946.0,2937220.0,321005
9740,0.6975469445445004,1.1327,10367.3,17522.9,2180.81,15970.1,274240.0,258723.0,2939640.0,320281
9750,0.697491754112567,1.13208,9762.36,17350.1,2287.49,16190.8,274776.0,258595.0,2942050.0,320367
9760,0.6974366739150463,1.13487,9217.02,17667.6,2203.08,16331.1,276003.0,259316.0,2944470.0,321422
9770,0.6973817036215499,1.13755,8710.06,17711.9,2312.91,16307.3,277403.0,260098.0,2946880.0,322445
9780,0.6973268429030105,1.13888,12621.5,17686.7,2262.44,16046.5,274468.0,260992.0,2949300.0,323085
9790,0.6972720914316746,1.13772,12138.4,17364.5,2267.8,16113.6,275138.0,261332.0,2951710.0,323022
9800,0.6972174488810959,1.13811,6894.36,17734.2,2252.4,16282.3,280233.0,261260.0,2954120.0,323396
9810,0.6971629149261299,1.13452,6492.47,17647.2,2128.07,16122.5,280250.0,260679.0,2956540.0,322640
9820,0.6971084892429258,1.13875,10369.2,17749.9,2351.69,16202.7,277432.0,261864.0,2958950.0,324106
9830,0.6970541715089215,1.13972,9973.43,17686.7,2169.39,16371.6,278445.0,262478.0,2961370.0,324646
9840,0.6969999614028362,1.13581,9200.16,17778.3,2282.51,16249.4,278288.0,261825.0,2963780.0,323798
9850,0.6969458586046644,1.14299,8896.46,17774.8,2207.6,16451.7,280779.0,263608.0,2966200.0,326110
9860,0.6968918627956702,1.14009,12516.9,17765.0,2209.13,16052.7,277004.0,263731.0,2968610.0,325548
9870,0.6968379736583794,1.13909,11957.4,17639.7,2244.25,16335.9,277350.0,263371.0,2971030.0,325527
9880,0.6967841908765752,1.13795,7235.36,17687.7,2240.48,16400.8,281900.0,262838.0,2973440.0,325464
9890,0.6967305141352901,1.13943,6652.16,17449.2,2261.77,16410.0,283380.0,264073.0,2975860.0,326153
9900,0.6966769431208016,1.14261,10413.3,17613.0,2199.09,16699.8,280403.0,264894.0,2978270.0,327328
9910,0.6966234775206244,1.13903,9911.05,17648.7,2259.11,16555.1,280193.0,264348.0,2980680.0,326567
9920,0.6965701170235051,1.14033,9451.3,17759.4,2298.82,16338.2,281357.0,264792.0,2983100.0,327205
9930,0.6965168613194163,1.13952,9021.46,17488.2,2242.9,16625.8,281859.0,264889.0,2985510.0,327237
9940,0.6964637100995498,1.13875,8136.47,17869.0,2217.9,16305.8,282750.0,264968.0,2987930.0,327279
9950,0.6964106630563117,1.14128,12128.3,17607.3,2296.99,16467.5,279773.0,266092.0,2990340.0,328273
9960,0.6963577198833154,1.14387,11627.4,17741.9,2271.52,16628.0,281014.0,266732.0,2992760.0,329283
9970,0.6963048802753761,1.13695,6768.36,17844.9,2328.8,16372.2,284242.0,265420.0,2995170.0,327556
9980,0.6962521439285052,1.139,6211.49,17808.5,2223.35,16620.3,285545.0,265984.0,2997580.0,328409
9990,0.6961995105399036,1.14002,10033.3,17838.3,2217.61,16658.2,282223.0,266390.0,3000000.0,328970
12000,0.687363783659418,1.20235,6358.22,15411.5,2040.01,17757.0,305388.0,290773.0,3000000.0,346955
15000,0.6785054634534623,1.28564,3534.74,11486.6,1533.3,18912.0,335522.0,324004.0,3000000.0,370989
20000,0.6695690375491983,1.40955,6673.73,6910.55,1045.2,20145.7,371972.0,369598.0,3000000.0,406747
